Artist Name,Content Name,Feature Name,Event Start Timestamp,Genre
A$AP Rocky,Praise the Lord (Da Shine) [feat. Skepta],search / artist_detail,2019-07-01 07:25:16.592000+00:00,Hip Hop/Rap
G-Eazy,No Limit (feat. A$AP Rocky & Cardi B),search / artist_detail,2019-07-01 07:31:54.824000+00:00,Hip Hop/Rap
Our Last Night,Sunrise,search / artist_detail,2019-07-01 12:41:49.352000+00:00,Rock
Little Big,Give Me Your Money (feat. Tommy Cash),search / artist_detail,2019-07-01 12:42:58.468000+00:00,Electronic
Tommy Cash,Pussy Money Weed,search / artist_detail,2019-07-01 12:43:01.506000+00:00,Hip Hop/Rap
Moby,Porcelain (2014 Remastered Version),search / artist_detail,2019-07-01 17:54:09.283000+00:00,Pop
Elijah Bank$y,Coitus (feat. Gus Dapperton),for_you / recently_played / album_detail / artist_detail / artist_see_all,2019-07-01 18:26:04.474000+00:00,Hip Hop/Rap
Clairo,Hello? (feat. Rejjie Snow),for_you / music_reco_module / album_detail,2019-07-02 17:04:36.001000+00:00,Alternative
Lana Del Rey,Summer Bummer (feat. A$AP Rocky & Playboi Carti),search / artist_detail,2019-07-02 20:18:20.231000+00:00,Alternative
Kendrick Lamar,HUMBLE.,search / artist_detail / artist_detail,2019-07-02 20:20:36.551000+00:00,Hip Hop/Rap
"The Weeknd, Kendrick Lamar",Pray For Me,search / artist_detail / artist_detail,2019-07-02 20:23:33.416000+00:00,Hip Hop/Rap
UNKLE,Lonely Soul (feat. Richard Ashcroft),search / artist_detail,2019-07-03 05:49:08.273000+00:00,Electronic
Hooverphonic,Mad About You,search / artist_detail,2019-07-03 05:52:33.371000+00:00,Alternative
Монеточка,Каждый раз,search,2019-07-03 05:57:54.918000+00:00,Teen Pop
The Bug,Poison Dart (feat. Warrior Queen),search / artist_detail,2019-07-03 05:59:44.620000+00:00,Electronic
ЛСП,Монетка,search / artist_detail / artist_detail,2019-07-03 06:02:25.460000+00:00,Hip Hop/Rap
"JEEMBO, Хаски",ТОПЬ,search / artist_detail / artist_detail / album_detail,2019-07-03 06:03:01.967000+00:00,Underground Rap
Tiny Meat Gang,Stay Safe,search / artist_detail,2019-07-03 06:04:21.605000+00:00,Hip Hop/Rap
Pink Guy,セックス大好き,search / artist_detail,2019-07-03 06:06:31.884000+00:00,Comedy
Kid Cudi,Pursuit of Happiness (Nightmare) [feat. MGMT & Ratatat],search / artist_detail / artist_see_all,2019-07-06 08:39:41.649000+00:00,Hip Hop/Rap
Thom Yorke,Not the News,search / playlist_detail / artist_detail / album_detail,2019-07-08 05:59:05.428000+00:00,Electronic
The Knife,Silent Shout,radio / grouping,2019-07-08 16:02:07.159000+00:00,Dance
"The Martinez Brothers, A.R.G.Y.",Debbie Downer,radio / grouping,2019-07-08 16:05:23.096000+00:00,Electronic
Goldfrapp,Utopia (Genetically Enriched),radio / grouping,2019-07-08 16:16:48.054000+00:00,Alternative
Freescha,Kite High,radio / grouping,2019-07-08 16:26:13.003000+00:00,Electronic
ESG,You're No Good,radio / grouping,2019-07-08 16:35:56.009000+00:00,Dance
Elmore James,The Sky Is Crying,radio / grouping,2019-07-08 18:05:34.957000+00:00,Blues
Eric Lindell,Since June,radio / grouping,2019-07-08 18:12:25.148000+00:00,Blues
James Brown,I Got You (I Feel Good),radio / grouping,2019-07-08 18:13:56.647000+00:00,Pop
Aretha Franklin,Respect,radio / grouping,2019-07-08 18:16:40.235000+00:00,R&B/Soul
Chubby Checker,The Twist,radio / grouping,2019-07-08 18:19:08.379000+00:00,R&B/Soul
Four Tops,It's the Same Old Song,radio / grouping,2019-07-08 18:21:42.051000+00:00,R&B/Soul
The Everly Brothers,Cathy's Clown,radio / grouping,2019-07-08 18:24:56.624000+00:00,Pop
Little Richard,Tutti Frutti,radio / grouping,2019-07-08 18:27:20.633000+00:00,Rock
The Monkees,I'm a Believer,radio / grouping,2019-07-08 18:29:44.605000+00:00,Pop
New Order,Ceremony,for_you / music_reco_module / album_detail / album_detail / artist_detail,2019-07-08 21:25:47.911000+00:00,Pop
A$AP Ferg,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",search / artist_detail,2019-07-11 20:05:37.027000+00:00,Hip Hop/Rap
A$AP Mob,"Feels So Good (feat. A$AP Rocky, A$AP Ferg, A$AP Nast, A$AP Twelvyy & a$AP Ant)",search / artist_detail,2019-07-11 20:07:11.019000+00:00,Hip Hop/Rap
Adept,Black Veins,search / artist_detail,2019-07-11 20:11:41.356000+00:00,Rock
Current Flow,Photovoltaic,search,2019-07-11 20:12:43.487000+00:00,Dance
"Tommy Cash, Modeselektor",Who,search / artist_detail / artist_see_all,2019-07-15 14:08:18.390000+00:00,Electronica
a-ha,Take On Me,search / artist_detail,2019-07-15 16:11:11.428000+00:00,Pop
Метель,Оказалось,library / album_detail,2019-07-18 19:35:49.484000+00:00,Rock & Roll
WILLOW,Time Machine,search / album_detail,2019-07-19 10:30:32.522000+00:00,Alternative
Воплі Відоплясова,Пачка цигарок,for_you / music_reco_module / album_detail,2019-07-25 18:00:53.131000+00:00,Rock
The Kills,Future Starts Slow,for_you / music_reco_module / album_detail,2019-07-25 18:21:57.424000+00:00,Alternative
The Garden,Thy Mission (feat. Mac DeMarco),search / artist_detail,2019-08-08 06:55:36.872000+00:00,Alternative
Old Man Canyon,Phantoms and Friends,search / artist_detail,2019-08-08 13:24:39.337000+00:00,Alternative
Paloalto,베짱이 (feat. Car & the garden),library / artist_detail / artist_see_all,2019-08-12 07:50:37.610000+00:00,K-Pop
Scooter,How Much Is the Fish? (Remastered),search / artist_detail,2019-08-13 18:06:48.675000+00:00,Dance
Model Man,Clarity,for_you / music_reco_module / playlist_detail,2019-08-13 20:20:34.487000+00:00,Electronic
Four Tet,Dreamer,for_you / music_reco_module / playlist_detail,2019-08-13 20:30:47.695000+00:00,Electronic
Daphni,Sizzling (feat. Paradise),for_you / music_reco_module / playlist_detail,2019-08-13 20:34:10.347000+00:00,Electronic
Pissed Jeans,I'm Sick,for_you / music_reco_module / playlist_detail,2019-08-14 07:18:56.331000+00:00,Alternative
Frank Sinatra,Summer Wind,for_you / music_reco_module / playlist_detail,2019-08-16 14:49:21.211000+00:00,Jazz
Mel Tormé,Blue Moon,for_you / music_reco_module / playlist_detail,2019-08-16 14:49:24.544000+00:00,Jazz
KHJ,Mug Root Beer Advertisement,search,2019-08-16 15:41:13.026000+00:00,Soundtrack
The Village Callers,Hector,search / album_detail,2019-08-16 15:41:27.961000+00:00,Soundtrack
The Box Tops,Choo Choo Train,search / album_detail,2019-08-16 15:41:45.337000+00:00,Soundtrack
Robert Corff,Don't Chase Me Around,search / album_detail,2019-08-16 15:41:49.765000+00:00,Soundtrack
Paul Revere & The Raiders,"Mr. Sun, Mr. Moon (feat. Mark Lindsay)",search / album_detail,2019-08-16 15:43:49.508000+00:00,Soundtrack
José Feliciano,California Dreamin',search / album_detail,2019-08-16 15:44:13.546000+00:00,Soundtrack
Simon & Garfunkel,Mrs. Robinson,search / album_detail,2019-08-16 15:45:15.194000+00:00,Soundtrack
I Profumi di Capri,Numero Uno Cologne Advertisement,search / album_detail,2019-08-16 15:48:53.823000+00:00,Soundtrack
Los Bravos,Bring a Little Lovin',search / album_detail,2019-08-16 15:49:56.376000+00:00,Soundtrack
Harold E. Weed / Dana Classic Fragrances,Suddenly / Heaven Sent Advertisement,search / album_detail,2019-08-16 15:52:00.527000+00:00,Soundtrack
Syd Dale,The Illustrated Man Advertisement / Ready for Action,search / album_detail,2019-08-16 15:53:54.702000+00:00,Soundtrack
Dee Clark,Hey Little Girl,search / album_detail,2019-08-16 15:54:00.665000+00:00,Soundtrack
Coty Inc.,Summer Blonde Advertisement,search / album_detail,2019-08-16 15:56:15.758000+00:00,Soundtrack
Silverchair,Freak,for_you / music_reco_module / playlist_detail,2019-08-21 21:23:52.933000+00:00,Pop
алёна швец.,Мальчик из Питера,search,2019-08-27 12:43:35.701000+00:00,Alternative
МУККА,Девочка с каре,search,2019-08-27 12:45:32.359000+00:00,Alternative
Дидюля,Мираж,search / artist_detail,2019-08-27 13:39:21.274000+00:00,Instrumental
Rick Astley,Never Gonna Give You Up,search / playlist_detail,2019-08-27 13:40:23.047000+00:00,Pop
Земфира,Почему,search / playlist_detail,2019-09-02 07:02:34.386000+00:00,Singer/Songwriter
The Growlers,City Club,for_you / music_reco_module / album_detail,2019-09-03 07:51:23.006000+00:00,Alternative
Сосо Павлиашвили,Небо на ладони,search / artist_detail,2019-09-06 17:35:58.253000+00:00,Russian Chanson
The Buttertones,Dionysus,for_you / music_reco_module / album_detail,2019-09-09 16:33:14.136000+00:00,Rock
Surf Curse,I'm Not Making out With You,library / album_detail / album_detail,2019-09-10 15:42:54.029000+00:00,Rock
Puzzle,Girl,library / album_detail / album_detail,2019-09-12 16:43:39.259000+00:00,Alternative
Enjoy,I'm Content,library / album_detail / album_detail / album_detail,2019-09-12 17:50:43.557000+00:00,Alternative
Aphex Twin,Windowlicker,for_you / music_reco_module / playlist_detail,2019-09-24 18:51:01.218000+00:00,Electronic
Die Antwoord,Ugly Boy,search,2019-09-25 10:32:46.674000+00:00,Electronic
Жадан і собаки,За#бали (feat. Юрій Гуржи),search / artist_detail,2019-10-01 17:48:24.487000+00:00,Rock
"ТНМК, Мaco Слобожанський","Там, де ти тепер",search / artist_detail / artist_detail,2019-10-01 17:49:53.979000+00:00,Hip Hop/Rap
Брати Гадюкіни,Файне місто Тернопіль,search / artist_detail / artist_detail / artist_detail,2019-10-01 17:51:27.128000+00:00,Rock
источник,пу!,artist_detail / artist_detail / album_detail,2019-10-04 16:38:26.230000+00:00,Indie Rock
Blouse,Imperium,for_you / music_reco_module / album_detail,2019-10-17 06:57:18.690000+00:00,Alternative
Remo Drive,Yer Killin' Me,search / artist_detail,2019-10-17 08:17:36.099000+00:00,Alternative
"ØDYSSEE, Pabzzz",Bridges,search / playlist_detail,2019-10-23 07:58:13.910000+00:00,Hip Hop/Rap
.ihaveaface,On a Plane,search / playlist_detail,2019-10-23 08:00:59.784000+00:00,Lounge
eugenio izzi,Try To Taste,search / playlist_detail,2019-10-23 08:02:14.639000+00:00,Hip Hop/Rap
Deeb,Foregone,search / playlist_detail,2019-10-23 08:04:43.542000+00:00,Hip Hop/Rap
Remulak,In Dreams,search / playlist_detail,2019-10-23 08:07:23.652000+00:00,Hip Hop/Rap
M ̷O̷RTIS,If a Tree Falls,search / playlist_detail,2019-10-23 08:10:11.358000+00:00,Instrumental
"Pueblo Vista, H.1",Missing,search / playlist_detail,2019-10-23 08:11:53.215000+00:00,Lounge
Jazzinuf,Time and Again,search / playlist_detail,2019-10-23 08:13:57.530000+00:00,Hip Hop/Rap
"Louk, Glimlip, Elior",Peach,search / playlist_detail,2019-10-23 08:17:12.765000+00:00,Instrumental
Post Animal,Gelatin Mode,for_you / music_reco_module / album_detail,2019-10-24 20:39:33.014000+00:00,Rock
Интурист,Шёл бы ты отсюда,search / artist_detail / artist_detail,2019-10-24 20:40:25.296000+00:00,Alternative
ГШ,Без пятнадцати пять,search / artist_detail / artist_detail / artist_detail,2019-10-24 20:42:43.391000+00:00,Indie Rock
"ГШ, Александр Горчилин",Psycho Killer,search / artist_detail,2019-10-25 11:45:00.261000+00:00,Soundtrack
СОЮЗ,Партнёры по бизнесу (feat. Интурист),search / artist_detail / artist_detail / artist_detail / artist_detail,2019-10-25 18:38:50.364000+00:00,Alternative
No Vacation,Dræm Girl,for_you / music_reco_module / album_detail,2019-10-28 09:17:27.886000+00:00,Rock
Harlem,Someday Soon,for_you / music_reco_module / album_detail,2019-11-03 19:43:24.025000+00:00,Alternative
Yello,Oh Yeah,search / artist_detail,2019-11-05 17:42:05.876000+00:00,Electronic
Аквариум,Рок-н-ролл мёртв,for_you / music_reco_module / playlist_detail,2019-11-06 07:50:19.826000+00:00,Rock
"Татьяна Лазарева, Максим Леонидов, Андрей Макаревич",Тонкий шрам на любимой попе,for_you / artist_detail / artist_detail,2019-11-06 07:55:00.252000+00:00,Rock
Андрей Макаревич,Я смысл этой жизни вижу в том,for_you / artist_detail / artist_detail,2019-11-06 07:55:30.565000+00:00,Singer/Songwriter
БАНД’ЭРОС,Коламбия Пикчерз Не Представляет,search / artist_detail,2019-11-06 07:57:46.488000+00:00,Pop
Quest Pistols Show,Я твой наркотик,search / artist_detail / artist_detail,2019-11-06 08:06:19.699000+00:00,Pop
Glintshake,Quarter to Five,for_you / personalized_mix / playlist_detail,2019-11-06 08:20:17.252000+00:00,Rock
Peach Pit,Feelin' Low (F*ckboy Blues),for_you / personalized_mix / playlist_detail,2019-11-08 07:43:19.218000+00:00,Alternative
Спасибо,Супергерой,for_you / personalized_mix / playlist_detail,2019-11-08 07:43:31.447000+00:00,Alternative
Нонконформистка,Пальцы,for_you / personalized_mix / playlist_detail,2019-11-08 07:44:24.452000+00:00,Indie Pop
Frankie Cosmos,Young,for_you / music_reco_module / album_detail,2019-11-08 07:46:03.106000+00:00,Indie Pop
Thee Oh Sees,I Come From the Mountain,for_you / music_reco_module / album_detail,2019-11-08 07:46:25.662000+00:00,Alternative
The Mars Volta,The Widow,for_you / music_reco_module / album_detail,2019-11-08 07:47:44.631000+00:00,Rock
Гражданская Оборона,Всё идёт по плану,search / artist_detail,2019-11-10 20:54:01.250000+00:00,Alternative
POKAPRЁТ,Зоопарк,for_you / playlist_detail / album_detail,2019-11-10 21:06:01.302000+00:00,Rock
Комсомольск,Снаружи всех измерений,for_you / playlist_detail / album_detail,2019-11-10 21:06:12.764000+00:00,Rock
гречка,Всё идёт по плану,for_you / playlist_detail / album_detail,2019-11-10 21:07:13.215000+00:00,Rock
Ploho,Мы - лёд,for_you / playlist_detail / album_detail,2019-11-10 21:07:51.297000+00:00,Rock
My Morning Jacket,Knot Comes Loose,for_you / personalized_mix / playlist_detail,2019-11-11 08:06:18.091000+00:00,Alternative
Phantogram,"10,000 Claps",for_you / personalized_mix / playlist_detail,2019-11-11 08:10:20.529000+00:00,Alternative
МC Сенечка,Брейкбит,search / artist_detail / album_detail,2019-11-12 06:49:16.925000+00:00,Hip Hop/Rap
Хаски,Седьмое октября,artist_detail / artist_detail,2019-11-12 06:57:46.961000+00:00,Hip Hop/Rap
Забыл Повзрослеть,Анимеэтомультики,search / artist_detail,2019-11-14 09:23:07.745000+00:00,Rock
shit shit shit!,Полный провал,search / artist_detail / album_detail,2019-11-15 17:19:07.805000+00:00,Alternative
Один в каное,Пообіцяй мені,search / artist_detail,2019-11-17 16:15:44.707000+00:00,Pop
"The Raconteurs, Adele",Many Shades of Black,for_you / music_reco_module / album_detail / artist_detail,2019-11-21 15:33:25.640000+00:00,Pop
Nirvana,Lithium,search / artist_detail / artist_detail,2019-11-21 17:52:55.213000+00:00,Alternative
Kurt Vile,Loading Zones,for_you / music_reco_module / playlist_detail,2019-11-22 07:34:31.662000+00:00,Alternative
Ляпис Трубецкой,Зоопарк,search,2019-11-24 08:23:28.996000+00:00,Rock
BENEE,Supalonely (feat. Gus Dapperton),library / album_detail / artist_detail,2019-11-24 08:43:10.503000+00:00,Alternative
Янка,# Янка Лесбиянка,search / artist_detail / artist_detail / album_detail,2019-11-24 11:11:46.982000+00:00,Hip Hop/Rap
Mild High Club,Windowpane,for_you / music_reco_module / album_detail,2019-11-27 07:50:30.391000+00:00,Alternative
gal pal,Kitty Kill,for_you / music_reco_module / album_detail,2019-11-28 18:17:39.466000+00:00,Alternative
STRFKR,Girls Just Want to Have Fun,for_you / music_reco_module / album_detail / artist_detail,2019-11-28 18:20:21.571000+00:00,Alternative
Wham!,Last Christmas,search,2019-12-16 07:02:33.347000+00:00,Holiday
Дайте танк (!),Летние вечера,search / artist_detail / artist_see_all,2019-12-17 21:03:19.599000+00:00,Indie Pop
Ундервуд,God Save Digital Connection,for_you / music_reco_module / album_detail,2019-12-17 21:03:38.362000+00:00,Alternative
Pulp,Common People,for_you / music_reco_module / playlist_detail,2019-12-17 21:04:56.886000+00:00,Pop
The Pains of Being Pure At Heart,Young Adult Friction,for_you / music_reco_module / playlist_detail / artist_detail / playlist_detail,2019-12-17 21:17:26.568000+00:00,Alternative
LIVE,Lightning Crashes,library / album_detail / playlist_detail,2019-12-19 18:07:15.580000+00:00,Alternative
Roxette,Sleeping In My Car (Single Version),search,2019-12-23 07:34:08.960000+00:00,Pop
Ariel Pink's Haunted Graffiti,Round and Round,for_you / music_reco_module / playlist_detail,2019-12-25 15:13:34.429000+00:00,Alternative
Blood Orange,Dark & Handsome (feat. Toro y Moi),search / artist_detail,2019-12-25 15:24:46.828000+00:00,R&B/Soul
Bing Crosby,White Christmas,search,2019-12-25 15:38:58.219000+00:00,Christmas: Classic
Elvis Presley,Blue Christmas,search / playlist_detail,2019-12-25 15:47:55.073000+00:00,Christmas
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,search / playlist_detail,2019-12-25 15:50:05.160000+00:00,Pop
Bruce Springsteen,Santa Claus Is Comin' to Town,search / playlist_detail,2019-12-25 15:52:02.664000+00:00,Holiday
Последняя Вечеринка,Танцую сам с собой,search / album_detail,2019-12-28 07:06:11.566000+00:00,Indie Rock
Mariah Carey,All I Want for Christmas Is You,for_you / recently_played / playlist_detail,2019-12-28 08:05:13.362000+00:00,Christmas: Pop
Bobby Helms,Jingle Bell Rock,for_you / recently_played / playlist_detail,2019-12-28 08:13:37.814000+00:00,Holiday
Brenda Lee,Rockin' Around the Christmas Tree,for_you / recently_played / playlist_detail,2019-12-28 08:15:48.786000+00:00,Country
Eartha Kitt,Santa Baby,for_you / recently_played / playlist_detail,2019-12-28 08:17:54.556000+00:00,Vocal
Michael Bublé,It's Beginning to Look a Lot like Christmas,for_you / recently_played / playlist_detail,2019-12-28 08:21:21.141000+00:00,Holiday
Andy Williams,It's the Most Wonderful Time of the Year,for_you / recently_played / playlist_detail,2019-12-28 08:25:40.629000+00:00,Holiday
"Nat ""King"" Cole",The Christmas Song (Alternate Take),for_you / recently_played / playlist_detail,2019-12-28 08:31:14.936000+00:00,Jazz
The Ronettes,Sleigh Ride,for_you / recently_played / playlist_detail,2019-12-28 08:34:31.083000+00:00,Holiday
Darlene Love,Christmas (Baby Please Come Home),for_you / recently_played / playlist_detail,2019-12-28 08:40:42.345000+00:00,Holiday
Paul McCartney,Wonderful Christmastime (Full Length Version),for_you / recently_played / playlist_detail,2019-12-28 08:52:07.426000+00:00,Rock
Jackson 5,I Saw Mommy Kissing Santa Claus,for_you / recently_played / playlist_detail,2019-12-28 08:56:25.609000+00:00,Holiday
Pentatonix,Hallelujah,for_you / recently_played / playlist_detail,2019-12-28 09:01:48.446000+00:00,Holiday
Perry Como,(There's No Place Like) Home for the Holidays,for_you / recently_played / playlist_detail,2019-12-28 10:12:28.677000+00:00,Holiday
Josh Groban,The First Noël (with Faith Hill),for_you / recently_played / playlist_detail,2019-12-28 10:15:23.916000+00:00,Holiday
Elmo & Patsy,Grandma Got Run Over By a Reindeer,for_you / recently_played / playlist_detail,2019-12-28 10:17:32.229000+00:00,Holiday
Helene Fischer,Rudolph The Red-Nosed Reindeer,for_you / recently_played / playlist_detail,2019-12-28 10:20:58.569000+00:00,German Pop
Gene Autry,Frosty the Snowman,for_you / recently_played / playlist_detail,2019-12-28 10:23:59.965000+00:00,Christmas
Run-DMC,Christmas In Hollis (Bonus Track),for_you / recently_played / playlist_detail,2019-12-28 10:28:30.350000+00:00,Hip Hop/Rap
The Waitresses,Christmas Wrapping,for_you / recently_played / playlist_detail,2019-12-28 10:31:28.888000+00:00,Pop
Pretenders,2000 Miles,for_you / recently_played / playlist_detail,2019-12-28 10:40:23.001000+00:00,Rock
Whitney Houston,Do You Hear What I Hear?,for_you / recently_played / playlist_detail,2019-12-28 10:46:31.767000+00:00,Pop
Panivalkova,Crazy Nikita,search / artist_detail,2020-01-02 10:14:54.875000+00:00,Pop
nobody.one,The Duck Song,search / artist_detail,2020-01-06 21:23:42.620000+00:00,Rock
Good Morning,You,for_you / music_reco_module / album_detail,2020-01-08 15:35:38.491000+00:00,Alternative
Khruangbin,Dern Kala,for_you / music_reco_module / playlist_detail,2020-01-15 11:40:15.310000+00:00,Alternative
Okkervil River,A Leaf,for_you / music_reco_module / playlist_detail,2020-01-15 11:51:49.941000+00:00,Alternative
Nick Cave & The Bad Seeds,Night Raid,for_you / music_reco_module / playlist_detail,2020-01-15 11:59:12.318000+00:00,Alternative
Holy Motors,Silently for Me,for_you / music_reco_module / playlist_detail,2020-01-15 12:09:08.959000+00:00,Alternative
Alex G,Crime,for_you / music_reco_module / playlist_detail,2020-01-15 12:19:09.068000+00:00,Alternative
Kevin Devine,Billion Bees,for_you / music_reco_module / playlist_detail,2020-01-15 12:23:08.126000+00:00,Alternative
Angel Olsen,Endgame,for_you / music_reco_module / playlist_detail,2020-01-15 13:02:38.301000+00:00,Alternative
Spacemen 3,Sometimes,for_you / music_reco_module / playlist_detail,2020-01-15 13:14:29.222000+00:00,Alternative
Nick Drake,Things Behind the Sun,for_you / music_reco_module / playlist_detail,2020-01-15 13:23:37.886000+00:00,Singer/Songwriter
Agnes Obel,Island of Doom,for_you / music_reco_module / playlist_detail,2020-01-15 13:27:32.462000+00:00,Alternative
Whitney,No Woman,search,2020-01-20 07:27:39.534000+00:00,Indie Rock
Michael Cera,Clay Pigeons,for_you / music_reco_module / album_detail,2020-01-20 07:46:40.542000+00:00,Alternative
Chromeo,Come Alive (feat. Toro y Moi),for_you / music_reco_module / playlist_detail,2020-01-20 08:09:58.020000+00:00,Dance
Bleachers,Rollercoaster,for_you / music_reco_module / album_detail,2020-01-20 17:32:33.556000+00:00,Alternative
Unknown Mortal Orchestra,Multi-Love,for_you / music_reco_module / album_detail,2020-01-20 17:38:04.688000+00:00,Alternative
Ariel Pink,Lipstick,for_you / music_reco_module / playlist_detail,2020-01-20 17:45:30.261000+00:00,Alternative
"Weyes Blood, Ariel Pink",Tears on Fire,for_you / music_reco_module / playlist_detail,2020-01-20 17:51:00.384000+00:00,Alternative
Drugdealer,Easy to Forget (feat. Ariel Pink),for_you / music_reco_module / playlist_detail,2020-01-20 17:51:33.545000+00:00,Alternative
John Maus,Hey Moon,for_you / music_reco_module / playlist_detail / artist_detail / artist_detail,2020-01-20 17:56:54.890000+00:00,Electronic
BROCKHAMPTON,NEW ORLEANS,for_you / music_reco_module / playlist_detail,2020-01-21 08:01:00.485000+00:00,Hip Hop/Rap
The Frights,Kids,for_you / music_reco_module / album_detail,2020-01-21 08:01:16.372000+00:00,Alternative
Cherry Glazerr,Call Me (feat. Portugal. The Man),for_you / music_reco_module / album_detail,2020-01-21 08:01:33.419000+00:00,Indie Rock
"Luka Rosi, Enjoy",To Nie Grzech,for_you / music_reco_module / album_detail,2020-01-21 20:04:01.981000+00:00,Dance
Frank Ocean,Thinkin Bout You,for_you / music_reco_module / playlist_detail,2020-01-24 08:06:48.833000+00:00,Pop
Snail Mail,Pristine,for_you / music_reco_module / album_detail,2020-01-24 08:21:31.992000+00:00,Alternative
The xx,On Hold,for_you / music_reco_module / album_detail / playlist_detail,2020-01-24 08:26:16.580000+00:00,Alternative
blink-182,Pin the Grenade,search / artist_detail / album_detail / playlist_detail,2020-01-24 08:29:16.081000+00:00,Rock
Doja Cat,Bottom Bitch,browse / album_detail,2020-01-25 15:13:58.065000+00:00,R&B/Soul
5яточка,Люк,search,2020-01-29 07:45:39.255000+00:00,Rock
Mount Kimbie,Blue Train Lines (feat. King Krule),search / artist_detail,2020-01-29 18:01:48.456000+00:00,Electronic
Billy Idol,Dancing With Myself,search,2020-01-30 16:30:48.104000+00:00,Rock
Generation X,Dancing with Myself,search,2020-01-30 16:33:03.367000+00:00,Rock
Siouxsie & The Banshees,Cities In Dust,search / artist_detail / artist_detail,2020-01-30 16:40:59.701000+00:00,Rock
GSPD,NFS Underground,for_you / music_reco_module / playlist_detail,2020-01-31 07:53:00.459000+00:00,Electronic
Alex Cameron,Candy May,for_you / music_reco_module / album_detail,2020-02-02 08:07:35.632000+00:00,Alternative
Rise Against,Good Left Undone,for_you / music_reco_module / playlist_detail,2020-02-02 08:16:27.930000+00:00,Rock
Bloc Party,Octopus,for_you / music_reco_module / playlist_detail,2020-02-02 08:21:58.294000+00:00,Alternative
Savages,City’s Full,for_you / recently_played / playlist_detail,2020-02-03 12:42:53.748000+00:00,Alternative
Factory Floor,Lying,for_you / recently_played / playlist_detail,2020-02-03 12:46:21.006000+00:00,Alternative
Editors,Bones,for_you / recently_played / playlist_detail,2020-02-03 12:59:49.246000+00:00,Alternative
The Rapture,Sister Saviour,for_you / recently_played / playlist_detail,2020-02-03 13:03:55.732000+00:00,Alternative
Mogwai,Remurdered,for_you / recently_played / playlist_detail,2020-02-03 13:07:40.091000+00:00,Alternative
Wavves,Daisy,for_you / music_reco_module / album_detail,2020-02-07 08:40:02.779000+00:00,Indie Rock
Ty Segall Band,Death,for_you / music_reco_module / album_detail / artist_detail / playlist_detail,2020-02-07 09:01:33.412000+00:00,Alternative
"White Fence, Ty Segall",I Am Not a Game,artist_detail / playlist_detail,2020-02-07 18:55:30.653000+00:00,Rock
"Ty Segall, Mikal Cronin",I Wear Black,artist_detail / playlist_detail,2020-02-07 19:02:19.985000+00:00,Alternative
King Gizzard & The Lizard Wizard,Bloody Ripper,artist_detail / playlist_detail,2020-02-07 19:13:59.196000+00:00,Alternative
Parquet Courts,Dust,artist_detail / playlist_detail,2020-02-07 19:14:22.856000+00:00,Alternative
Sheer Mag,Can't Stop Fighting,artist_detail / playlist_detail,2020-02-07 19:14:25.946000+00:00,Rock
Cloud Nothings,Things Are Right With You,artist_detail / playlist_detail,2020-02-07 19:14:29.540000+00:00,Alternative
Starcrawler,I Love LA,search,2020-02-07 19:14:55.334000+00:00,Alternative
Hawkwind,Master of the Universe,search / artist_detail / playlist_detail,2020-02-07 19:19:02.715000+00:00,Rock
Black Flag,Rise Above,search / artist_detail / playlist_detail,2020-02-07 19:20:26.927000+00:00,Punk
Black Sabbath,Into the Void (2009 Remastered Version),search / artist_detail / playlist_detail,2020-02-07 19:22:51.689000+00:00,Heavy Metal
The Stooges,Real Cool Time (Remastered),search / artist_detail / playlist_detail,2020-02-07 19:27:04.584000+00:00,Rock
Ramones,Commando (Remastered),search / artist_detail / playlist_detail,2020-02-07 19:27:08.276000+00:00,Rock
Big Black,Colombian Necktie,search / artist_detail / playlist_detail,2020-02-07 19:29:01.895000+00:00,Alternative
ФлайzZza,То моє море,search,2020-02-09 18:23:56.831000+00:00,Hip Hop/Rap
"The Faino, Aqua Vita",А тепер усе інакше,search / artist_detail,2020-02-10 17:05:16.509000+00:00,Pop
Fazerdaze,Treading Lightly,for_you / music_reco_module / album_detail,2020-02-13 17:49:20.417000+00:00,Indie Rock
Hovvdy,Better,for_you / music_reco_module / album_detail,2020-02-13 19:07:09.382000+00:00,Indie Rock
The Subways,Rock & Roll Queen,search,2020-02-18 18:07:18.053000+00:00,Alternative
Пошлая Молли,Самый лучший эмо панк,search / artist_detail / album_detail,2020-02-19 10:17:42.011000+00:00,Alternative
"источник, Увула",новый твой,search / artist_detail,2020-02-19 14:56:57.892000+00:00,Indie Rock
Vacations,Moving Out,for_you / music_reco_module / album_detail / artist_detail,2020-02-21 08:20:58.763000+00:00,Alternative
Океан Ельзи,Без тебе,search / artist_detail / artist_see_all,2020-03-01 15:08:02.405000+00:00,Rock
Neinzer,Deff,search / playlist_detail,2020-03-02 08:10:59.956000+00:00,Techno
kangding ray,22 Halo,search / playlist_detail,2020-03-02 08:11:35.932000+00:00,Electronic
Conforce,Aphelion,search / playlist_detail,2020-03-02 08:19:09.107000+00:00,Electronic
Special Request,Vortex 135,search / playlist_detail,2020-03-02 08:25:57.938000+00:00,Electronic
